I,slope,intercept
0.01,5.291049007908402,27.546075237327862
0.01,-14.826943855999945,28.94791454073669
0.65,46.062532746767516,7.530655998461986
0.65,38.09125902692136,6.855405590538348
0.8,-20.29809388335708,45.05751504978666
0.8,-26.77974395448086,54.06585107633955
0.88,24.32944523470854,7.691521005215616
0.88,35.021906116643024,2.4593579137031227
