I1,I2,T1,T2
0.44,0.65,24.239999999999995,37.5
0.45,0.65,24.400000000000006,37.30000000000001
0.22,0.65,8.901500000000006,16.70745454545454
0.23,0.65,17.880000000000003,39.0
0.45999999999999996,0.65,24.520000000000003,37.15
0.47,0.65,24.599999999999994,37.0
0.26,0.65,21.840000000000014,42.350000000000016
0.27,0.65,22.000000000000004,41.89999999999999
0.48,0.65,24.840000000000003,36.75000000000001
0.49,0.65,24.96,36.600000000000016
0.08,0.65,8.799311468433531,11.323977197802192
0.09,0.65,9.761924339789896,12.596197489292615
0.27999999999999997,0.65,22.07999999999999,41.55000000000002
0.29,0.65,22.199999999999985,41.25
0.52,0.65,25.520000000000003,35.94999999999999
0.53,0.65,25.760000000000005,35.69999999999999
0.2,0.65,9.700000000000003,14.535499999999999
0.21000000000000002,0.65,9.450000000000003,15.05
0.38,0.65,23.280000000000015,38.9
0.39,0.65,23.47999999999999,38.600000000000016
0.62,0.65,30.32,33.4
0.63,0.65,30.639999999999986,33.19999999999999
0.1,0.65,9.700543223443225,12.419903296703296
0.11000000000000001,0.65,9.93674285714285,13.012150183150192
0.36,0.65,23.079999999999988,39.30000000000002
0.37,0.65,23.200000000000003,39.1
0.5800000000000001,0.65,26.800000000000015,29.48
0.5900000000000001,0.65,27.320000000000004,29.28000000000002
0.06,0.65,7.842637941006359,9.4967736617184
0.07,0.65,8.617740492187552,11.458785618457915
0.32,0.65,22.439999999999994,40.44999999999999
0.32999999999999996,0.65,22.640000000000004,40.1
0.6000000000000001,0.65,23.92,30.880000000000006
0.6100000000000001,0.65,30.19999999999998,33.45000000000002
0.12,0.65,10.312175824175824,13.491935897435901
0.13,0.65,10.348923076923072,13.503333333333336
0.33999999999999997,0.65,22.800000000000008,39.80000000000002
0.35,0.65,22.88,39.600000000000016
0.56,0.65,26.08,29.679999999999996
0.5700000000000001,0.65,26.48,29.56
0.04,0.65,7.674401996269694,9.260204821741295
0.05,0.65,9.216638089945834,12.020820192827466
0.3,0.65,22.320000000000004,40.9
0.31,0.65,22.479999999999997,40.6
0.54,0.65,25.999999999999996,35.449999999999996
0.55,0.65,25.480000000000015,29.800000000000004
0.24000000000000002,0.65,21.639999999999986,43.5
0.25,0.65,21.760000000000005,42.85000000000003
0.5,0.65,25.079999999999988,36.44999999999999
0.51,0.65,25.40000000000001,36.1
I1,I2,T1,T2
0.8150000000000001,0.8,32.040000000000006,28.550000000000015
0.8160000000000001,0.8,32.079999999999984,28.500000000000004
0.8310000000000001,0.8,32.67999999999999,28.199999999999985
0.8320000000000001,0.8,32.6808,28.199
0.853,0.8,33.76,27.750000000000004
0.854,0.8,33.80000000000001,27.750000000000004
0.8170000000000001,0.8,32.233599999999996,28.350000000000012
0.8180000000000001,0.8,32.239999999999995,28.350000000000012
0.8330000000000001,0.8,32.71999999999998,28.2
0.8340000000000001,0.8,32.839999999999996,28.1
0.859,0.8,34.159999999999975,27.65000000000002
0.86,0.8,34.160000000000004,27.7
0.8270000000000001,0.8,32.440000000000005,28.35
0.8280000000000001,0.8,32.56,28.25
0.845,0.8,33.279999999999994,27.949999999999985
0.846,0.8,33.28000000000003,27.999999999999996
0.863,0.8,34.44,27.550000000000015
0.864,0.8,34.56,27.5
0.805,0.8,31.920000000000012,28.6
0.806,0.8,31.800000000000015,28.75
0.849,0.8,33.56,27.800000000000015
0.85,0.8,33.639999999999986,27.750000000000004
0.865,0.8,34.6,27.5
0.866,0.8,34.71999999999998,27.45
0.8190000000000001,0.8,32.12479999999999,28.493999999999993
0.8200000000000001,0.8,32.19999999999999,28.449999999999985
0.851,0.8,33.639999999999986,27.800000000000015
0.852,0.8,33.80000000000001,27.65
0.867,0.8,34.72000000000001,27.5
0.868,0.8,34.88,27.40000000000001
0.811,0.8,31.920000000000012,28.65
0.812,0.8,32.0,28.55000000000002
0.8290000000000001,0.8,32.56,28.25
0.8300000000000001,0.8,32.639999999999986,28.199999999999985
0.855,0.8,33.839999999999996,27.750000000000004
0.856,0.8,33.920000000000016,27.699999999999985
0.879,0.8,36.08,27.1
0.807,0.8,31.88,28.65
0.808,0.8,31.88,28.65
0.8370000000000001,0.8,32.92,28.1
0.8380000000000001,0.8,32.959999999999994,28.09999999999999
0.869,0.8,34.95999999999999,27.40000000000001
0.87,0.8,35.0,27.40000000000001
0.8230000000000001,0.8,32.36000000000001,28.300000000000015
0.8240000000000001,0.8,32.360000000000014,28.35
0.8390000000000001,0.8,33.04000000000001,27.999999999999996
0.8400000000000001,0.8,33.08,27.999999999999996
0.871,0.8,35.079999999999984,27.4
0.872,0.8,35.19999999999999,27.35
0.8250000000000001,0.8,32.40000000000002,28.300000000000015
0.8260000000000001,0.8,32.519999999999996,28.25
0.843,0.8,33.160000000000004,28.0
0.844,0.8,33.239999999999995,27.95
0.873,0.8,35.360000000000014,27.250000000000004
0.874,0.8,35.4,27.300000000000015
0.8130000000000001,0.8,32.0,28.550000000000015
0.8140000000000001,0.8,32.04000000000001,28.500000000000004
0.8350000000000001,0.8,32.80000000000001,28.15000000000001
0.8360000000000001,0.8,32.88,28.100000000000012
0.857,0.8,33.959999999999994,27.699999999999985
0.858,0.8,34.079999999999984,27.65
0.877,0.8,35.72000000000001,27.249999999999996
0.878,0.8,35.88,27.199999999999985
0.8210000000000001,0.8,32.239999999999995,28.40000000000001
0.8220000000000001,0.8,32.32,28.350000000000012
0.847,0.8,33.440000000000005,27.85
0.848,0.8,33.44,27.90000000000001
0.861,0.8,34.32320000000001,27.596000000000004
0.862,0.8,34.4,27.550000000000015
0.809,0.8,31.88,28.65
0.81,0.8,31.92,28.600000000000012
0.841,0.8,33.15999999999998,27.95
0.8420000000000001,0.8,33.19999999999999,27.95
0.875,0.8,35.48000000000001,27.35
0.876,0.8,35.639999999999986,27.250000000000004
I1,I2,T1,T2
0.8,0.805,32.69999999999999,35.80000000000002
0.8,0.806,32.55000000000001,35.949999999999996
0.8,0.8310000000000001,31.750000000000004,37.19999999999998
0.8,0.8320000000000001,31.75,37.25000000000001
0.8,0.853,31.15,38.65
0.8,0.854,31.15000000000002,38.74499999999998
0.8,0.8170000000000001,32.199999999999996,36.399999999999984
0.8,0.8180000000000001,32.199999999999996,36.399999999999984
0.8,0.845,31.449999999999985,38.05000000000002
0.8,0.846,31.350000000000005,38.19999999999999
0.8,0.859,31.05000000000002,39.09999999999998
0.8,0.86,30.949999999999985,39.30000000000001
0.8,0.809,32.4,36.100000000000016
0.8,0.81,32.4,36.100000000000016
0.8,0.8290000000000001,31.800000000000015,37.1
0.8,0.8300000000000001,31.800000000000015,37.149999999999984
0.8,0.861,31.050000000000015,39.25
0.8,0.862,31.0,39.35
0.8,0.8270000000000001,31.85,37.00000000000001
0.8,0.8280000000000001,31.85,37.00000000000001
0.8,0.8390000000000001,31.6,37.65000000000002
0.8,0.8400000000000001,31.5,37.80000000000001
0.8,0.867,30.800000000000015,39.94999999999999
0.8,0.868,30.85,39.94999999999999
0.8,0.8250000000000001,31.949999999999985,36.850000000000016
0.8,0.8260000000000001,32.0,36.80000000000002
0.8,0.841,31.600000000000012,37.69999999999999
0.8,0.8420000000000001,31.500000000000004,37.85
0.8,0.863,30.949999999999985,39.50000000000001
0.8,0.864,30.949999999999985,39.55000000000001
0.8,0.811,32.4,36.100000000000016
0.8,0.812,32.35,36.15
0.8,0.849,31.399999999999995,38.25
0.8,0.85,31.250000000000004,38.399999999999984
0.8,0.869,30.850000000000012,40.050000000000004
0.8,0.87,30.800000000000015,40.19999999999999
0.8,0.8190000000000001,32.05000000000002,36.59999999999998
0.8,0.8200000000000001,32.05000000000002,36.59999999999998
0.8,0.8330000000000001,31.699999999999985,37.34350000000002
0.8,0.8340000000000001,31.75,37.30000000000001
0.8,0.865,30.9,39.69999999999999
0.8,0.866,30.9,39.75
0.8,0.8130000000000001,32.30000000000001,36.25000000000001
0.8,0.8140000000000001,32.25,36.30000000000001
0.8,0.843,31.500000000000004,37.899999999999984
0.8,0.844,31.449999999999985,38.0
0.8,0.871,30.699999999999985,40.4
0.8,0.872,30.75,40.449999999999996
0.8,0.807,32.5,36.00000000000001
0.8,0.808,32.44999999999999,36.05000000000001
0.8,0.847,31.449999999999985,38.100000000000016
0.8,0.848,31.35,38.25
0.8,0.875,30.6,40.9
0.8,0.876,30.65,40.94999999999999
0.8,0.8230000000000001,32.0,36.75000000000001
0.8,0.8240000000000001,31.949999999999985,36.80000000000002
0.8,0.851,31.250000000000004,38.44999999999999
0.8,0.852,31.25,38.50000000000001
0.8,0.873,30.75,40.55000000000001
0.8,0.874,30.699999999999985,40.69999999999999
0.8,0.8210000000000001,32.09800000000002,36.60199999999998
0.8,0.8220000000000001,32.05000000000001,36.649999999999984
0.8,0.8350000000000001,31.7,37.399999999999984
0.8,0.8360000000000001,31.7,37.44999999999998
0.8,0.857,31.1,38.94999999999999
0.8,0.858,31.1,39.0
0.8,0.879,30.6,41.39999999999999
0.8,0.8150000000000001,32.25000000000001,36.30000000000001
0.8,0.8160000000000001,32.199999999999996,36.399999999999984
0.8,0.8370000000000001,31.65,37.5
0.8,0.8380000000000001,31.6,37.6
0.8,0.855,31.100000000000012,38.85
0.8,0.856,31.1,38.9
0.8,0.877,30.6,41.15
0.8,0.878,30.600000000000012,41.24999999999999
I1,I2,T1,T2
0.88,0.8220000000000001,34.480000000000004,27.7
0.88,0.8230000000000001,34.440000000000005,27.699999999999985
0.88,0.8240000000000001,34.440000000000005,27.699999999999985
0.88,0.8250000000000001,34.360000000000014,27.750000000000004
0.88,0.852,33.15999999999998,28.45
0.88,0.853,33.15999999999998,28.45
0.88,0.804,35.760000000000005,27.250000000000004
0.88,0.805,35.639999999999986,27.3
0.88,0.8380000000000001,33.68,28.1
0.88,0.839,33.639999999999986,28.15
0.88,0.854,33.160000000000004,28.449999999999996
0.88,0.855,33.08,28.500000000000004
0.88,0.806,35.6,27.250000000000004
0.88,0.807,35.56,27.249999999999996
0.88,0.8360000000000001,33.80000000000001,28.0
0.88,0.837,33.839999999999996,27.949999999999985
0.88,0.86,32.879999999999995,28.699999999999996
0.88,0.861,32.879999999999995,28.699999999999996
0.88,0.81,35.19999999999999,27.449999999999985
0.88,0.811,35.160000000000004,27.45
0.88,0.8320000000000001,33.960000000000015,27.949999999999985
0.88,0.8330000000000001,33.960000000000015,27.9
0.88,0.856,33.08,28.500000000000004
0.88,0.857,33.04000000000001,28.550000000000015
0.88,0.808,35.399999999999984,27.350000000000012
0.88,0.809,35.28,27.449999999999985
0.88,0.8300000000000001,34.079999999999984,27.85
0.88,0.8310000000000001,34.04000000000001,27.85
0.88,0.862,32.88,28.699999999999996
0.88,0.863,32.88,28.699999999999996
0.88,0.812,35.12,27.45
0.88,0.8130000000000001,35.04000000000001,27.499999999999996
0.88,0.8340000000000001,33.839999999999996,28.0
0.88,0.835,33.83999999999999,28.000000000000004
0.88,0.864,32.88,28.699999999999996
0.88,0.865,32.879999999999995,28.7
0.88,0.8180000000000001,34.760000000000005,27.550000000000015
0.88,0.8190000000000001,34.6,27.7
0.88,0.846,33.36000000000001,28.300000000000022
0.88,0.847,33.36000000000001,28.300000000000022
0.88,0.866,32.80000000000001,28.800000000000015
0.88,0.867,32.760000000000005,28.85
0.88,0.8140000000000001,34.920000000000016,27.550000000000015
0.88,0.8150000000000001,34.920000000000016,27.5
0.88,0.84,33.639999999999986,28.1
0.88,0.841,33.6,28.15000000000001
0.88,0.858,33.040000000000006,28.550000000000015
0.88,0.859,32.95999999999999,28.65000000000002
0.88,0.8,36.12,27.199999999999985
0.88,0.801,36.040000000000006,27.2
0.88,0.8280000000000001,34.12,27.85
0.88,0.8290000000000001,34.12,27.85
0.88,0.85,33.32,28.30000000000002
0.88,0.851,33.19999999999999,28.45
0.88,0.874,32.67999999999999,28.949999999999985
0.88,0.8160000000000001,34.88,27.499999999999996
0.88,0.8170000000000001,34.760000000000005,27.59999999999999
0.88,0.842,33.519999999999996,28.199999999999985
0.88,0.843,33.56,28.15
0.88,0.87,32.76,28.850000000000012
0.88,0.871,32.71999999999998,28.9
0.88,0.802,35.96000000000002,27.199999999999985
0.88,0.803,35.88,27.199999999999985
0.88,0.844,33.51999999999999,28.15
0.88,0.845,33.480000000000004,28.2
0.88,0.868,32.80000000000001,28.800000000000015
0.88,0.869,32.76,28.850000000000005
0.88,0.8200000000000001,34.56,27.699999999999985
0.88,0.8210000000000001,34.56399999999999,27.644999999999996
0.88,0.8260000000000001,34.28,27.800000000000015
0.88,0.8270000000000001,34.19999999999999,27.85
0.88,0.848,33.36000000000001,28.300000000000022
0.88,0.849,33.36000000000001,28.250000000000004
0.88,0.872,32.71999999999998,28.9
0.88,0.873,32.720000000000006,28.899999999999995
I1,I2,T1,T2
0.8140000000000001,0.88,30.949999999999985,40.1
0.8150000000000001,0.88,30.949999999999985,40.05000000000002
0.8300000000000001,0.88,31.5,38.85
0.8310000000000001,0.88,31.550000000000015,38.80000000000001
0.85,0.88,32.199999999999996,37.69999999999998
0.851,0.88,32.25000000000001,37.649999999999984
0.804,0.88,30.750000000000004,41.0
0.805,0.88,30.65,41.0
0.8380000000000001,0.88,31.800000000000015,38.30000000000001
0.839,0.88,31.800000000000015,38.30000000000001
0.856,0.88,32.4,37.4
0.857,0.88,32.4,37.4
0.808,0.88,30.80000000000002,40.65
0.809,0.88,30.85,40.5
0.844,0.88,31.949999999999985,38.0
0.845,0.88,31.949999999999985,37.99999999999999
0.864,0.88,32.699999999999996,37.050000000000004
0.865,0.88,32.75000000000001,36.99999999999999
0.81,0.88,30.800000000000015,40.5
0.811,0.88,30.85,40.350000000000016
0.8280000000000001,0.88,31.5,38.94999999999999
0.8290000000000001,0.88,31.449999999999985,38.94999999999999
0.858,0.88,32.44999999999999,37.35
0.859,0.88,32.55000000000002,37.25
0.8160000000000001,0.88,31.0,39.9
0.8170000000000001,0.88,31.050000000000015,39.80000000000001
0.8320000000000001,0.88,31.550000000000015,38.75
0.8330000000000001,0.88,31.6,38.65
0.854,0.88,32.4,37.44999999999999
0.855,0.88,32.4,37.44999999999999
0.802,0.88,30.65,41.30000000000002
0.803,0.88,30.65,41.19999999999999
0.842,0.88,31.9,38.100000000000016
0.843,0.88,31.9,38.100000000000016
0.862,0.88,32.65,37.09999999999998
0.863,0.88,32.699999999999996,37.050000000000004
0.806,0.88,30.80000000000002,40.800000000000004
0.807,0.88,30.800000000000015,40.699999999999996
0.846,0.88,32.00000000000001,37.94999999999998
0.847,0.88,32.05000000000002,37.84999999999998
0.87,0.88,33.05000000000002,36.69999999999998
0.871,0.88,33.05000000000001,36.69999999999999
0.8,0.88,30.500000000000004,41.649999999999984
0.801,0.88,30.550000000000015,41.5
0.8340000000000001,0.88,31.600000000000012,38.65
0.835,0.88,31.600000000000012,38.6
0.86,0.88,32.65,37.09999999999998
0.861,0.88,32.65,37.09999999999998
0.8200000000000001,0.88,31.15,39.6
0.8210000000000001,0.88,31.250000000000004,39.44999999999998
0.8360000000000001,0.88,31.699999999999985,38.44999999999999
0.837,0.88,31.75,38.4
0.868,0.88,32.9,36.85
0.869,0.88,32.94999999999999,36.80000000000001
0.8180000000000001,0.88,31.199999999999985,39.65
0.8190000000000001,0.88,31.199999999999985,39.600000000000016
0.84,0.88,31.800000000000015,38.25000000000001
0.841,0.88,31.85,38.19999999999999
0.866,0.88,32.80000000000002,36.94999999999998
0.867,0.88,32.9,36.85
0.812,0.88,30.85,40.30000000000001
0.8130000000000001,0.88,30.949999999999985,40.15
0.8260000000000001,0.88,31.350000000000012,39.15
0.8270000000000001,0.88,31.350000000000012,39.1
0.852,0.88,32.350000000000016,37.5
0.853,0.88,32.350000000000016,37.5
0.874,0.88,33.19999999999999,36.55000000000001
0.8220000000000001,0.88,31.250000000000004,39.44999999999998
0.8230000000000001,0.88,31.250000000000004,39.399999999999984
0.8240000000000001,0.88,31.35,39.25
0.8250000000000001,0.88,31.350000000000012,39.19999999999999
0.848,0.88,32.05000000000002,37.84999999999998
0.849,0.88,32.100000000000016,37.74999999999999
0.872,0.88,33.05200000000001,36.69799999999999
0.873,0.88,33.15,36.6
